input,responses,tag
Good morning!,"Hi, lovely people! How's the day treating you?",greeting
Good morning!,"Hey, rockstar! Ready to conquer the world?",greeting
Good morning!,"Not much, just taking it easy. How about you?",greeting
Good morning!,"Greetings, earthling! How's life on your planet?",greeting
Good morning!,"Hey, you magnificent creature! How's your day been?",greeting
Good morning!,"Hello, fabulous! What's the latest gossip?",greeting
Good morning!,Howdy-doody! What's new in your neck of the woods?,greeting
Good morning!,"Hey, gorgeous! How's everything with you?",greeting
Good morning!,Just going with the flow. How about you?,greeting
Good morning!,"Hi, sunshine! What's brightening your day?",greeting
Good morning!,"Hey, party people! Ready to have some fun?",greeting
Good morning!,"Greetings, fellow human! How's life treating you?",greeting
Good morning!,"Hey, superstar! What's been happening?",greeting
Good morning!,"Not much, just keeping busy. How about you?",greeting
Good morning!,"Hi, hi, hooray! What's the plan for today?",greeting
Good morning!,"Hey, how are you doing? Anything exciting going on?",greeting
Good morning!,"Hey, stranger! How have you been?",greeting
Good morning!,"Hello, my friend! How's life treating you?",greeting
Good morning!,Hi there! How's your day been so far?,greeting
Good morning!,"Hey, you! What's the good news?",greeting
Good afternoon!,hello buddy,greeting
Good afternoon!,hello main ky kr skta hu,greeting
Good afternoon!,bol na ky kaam h,greeting
Good afternoon!,ram ram,greeting
Good afternoon!,kaam kr apna,greeting
Good afternoon!,m nhi btaunga,greeting
Good afternoon!,Hello!,greeting
Good afternoon!,Hey there!,greeting
Good afternoon!,Hi!,greeting
Good afternoon!,Greetings!,greeting
Good afternoon!,Salutations!,greeting
Good afternoon!,"Hey, what's up?",greeting
Good afternoon!,"Yo, what's going on?",greeting
Good afternoon!,Howdy!,greeting
Good afternoon!,Ahoy!,greeting
Good afternoon!,Hiya!,greeting
Good afternoon!,"Hey, good to see you!",greeting
Good afternoon!,"Not much, just chilling. How about you?",greeting
Good afternoon!,"Hey, hey!",greeting
Good afternoon!,"Hey, how's it going?",greeting
Good afternoon!,"Hey, what's the good word?",greeting
Good afternoon!,"Hey, long time no see!",greeting
Good afternoon!,"It's going well, thanks! How about you?",greeting
Good afternoon!,"Hi, everything's going great. How about you?",greeting
Good afternoon!,Top of the morning to you too!,greeting
Good afternoon!,"Hey, how's your day going?",greeting
Good afternoon!,"I'm doing well, thanks! How about you?",greeting
Good afternoon!,"Hey, good to see you too!",greeting
Good afternoon!,"Hiya, pal! What's new?",greeting
Good afternoon!,The world keeps spinning. How about you?,greeting
Good afternoon!,"Hey, sunshine! Ready to take on the day?",greeting
Good afternoon!,"Not much, just hanging out. How about you?",greeting
Good afternoon!,"Well, look who it is! How have you been?",greeting
Good afternoon!,"Hi, stranger! Long time no talk!",greeting
Good afternoon!,Greetings and hallucinations! How's life treating you?,greeting
Good afternoon!,"Hey, fancy meeting you here! What brings you around?",greeting
Good afternoon!,"Hello, beautiful! How's everything in your world?",greeting
Good afternoon!,My day is going great. How about yours?,greeting
Good afternoon!,"Hey, good lookin'! What's on your mind?",greeting
Good afternoon!,"Hi, lovely people! How's the day treating you?",greeting
Good afternoon!,"Hey, rockstar! Ready to conquer the world?",greeting
Good afternoon!,"Not much, just taking it easy. How about you?",greeting
Good afternoon!,"Greetings, earthling! How's life on your planet?",greeting
Good afternoon!,"Hey, you magnificent creature! How's your day been?",greeting
Good afternoon!,"Hello, fabulous! What's the latest gossip?",greeting
Good afternoon!,Howdy-doody! What's new in your neck of the woods?,greeting
Good afternoon!,"Hey, gorgeous! How's everything with you?",greeting
Good afternoon!,Just going with the flow. How about you?,greeting
Good afternoon!,"Hi, sunshine! What's brightening your day?",greeting
Good afternoon!,"Hey, party people! Ready to have some fun?",greeting
Good afternoon!,"Greetings, fellow human! How's life treating you?",greeting
Good afternoon!,"Hey, superstar! What's been happening?",greeting
Good afternoon!,"Not much, just keeping busy. How about you?",greeting
Good afternoon!,"Hi, hi, hooray! What's the plan for today?",greeting
Good afternoon!,"Hey, how are you doing? Anything exciting going on?",greeting
Good afternoon!,"Hey, stranger! How have you been?",greeting
Good afternoon!,"Hello, my friend! How's life treating you?",greeting
Good afternoon!,Hi there! How's your day been so far?,greeting
Good afternoon!,"Hey, you! What's the good news?",greeting
Good evening!,hello buddy,greeting
Good evening!,hello main ky kr skta hu,greeting
Good evening!,bol na ky kaam h,greeting
Good evening!,ram ram,greeting
Good evening!,kaam kr apna,greeting
Good evening!,m nhi btaunga,greeting
Good evening!,Hello!,greeting
Good evening!,Hey there!,greeting
Good evening!,Hi!,greeting
Good evening!,Greetings!,greeting
Good evening!,Salutations!,greeting
Good evening!,"Hey, what's up?",greeting
Good evening!,"Yo, what's going on?",greeting
Good evening!,Howdy!,greeting
Good evening!,Ahoy!,greeting
Good evening!,Hiya!,greeting
Good evening!,"Hey, good to see you!",greeting
Good evening!,"Not much, just chilling. How about you?",greeting
Good evening!,"Hey, hey!",greeting
Good evening!,"Hey, how's it going?",greeting
Good evening!,"Hey, what's the good word?",greeting
Good evening!,"Hey, long time no see!",greeting
Good evening!,"It's going well, thanks! How about you?",greeting
Good evening!,"Hi, everything's going great. How about you?",greeting
Good evening!,Top of the morning to you too!,greeting
Good evening!,"Hey, how's your day going?",greeting
Good evening!,"I'm doing well, thanks! How about you?",greeting
Good evening!,"Hey, good to see you too!",greeting
Good evening!,"Hiya, pal! What's new?",greeting
Good evening!,The world keeps spinning. How about you?,greeting
Good evening!,"Hey, sunshine! Ready to take on the day?",greeting
Good evening!,"Not much, just hanging out. How about you?",greeting
Good evening!,"Well, look who it is! How have you been?",greeting
Good evening!,"Hi, stranger! Long time no talk!",greeting
Good evening!,Greetings and hallucinations! How's life treating you?,greeting
Good evening!,"Hey, fancy meeting you here! What brings you around?",greeting
Good evening!,"Hello, beautiful! How's everything in your world?",greeting
Good evening!,My day is going great. How about yours?,greeting
Good evening!,"Hey, good lookin'! What's on your mind?",greeting
Good evening!,"Hi, lovely people! How's the day treating you?",greeting
Good evening!,"Hey, rockstar! Ready to conquer the world?",greeting
Good evening!,"Not much, just taking it easy. How about you?",greeting
Good evening!,"Greetings, earthling! How's life on your planet?",greeting
Good evening!,"Hey, you magnificent creature! How's your day been?",greeting
Good evening!,"Hello, fabulous! What's the latest gossip?",greeting
Good evening!,Howdy-doody! What's new in your neck of the woods?,greeting
Good evening!,"Hey, gorgeous! How's everything with you?",greeting
Good evening!,Just going with the flow. How about you?,greeting
Good evening!,"Hi, sunshine! What's brightening your day?",greeting
Good evening!,"Hey, party people! Ready to have some fun?",greeting
Good evening!,"Greetings, fellow human! How's life treating you?",greeting
Good evening!,"Hey, superstar! What's been happening?",greeting
Good evening!,"Not much, just keeping busy. How about you?",greeting
Good evening!,"Hi, hi, hooray! What's the plan for today?",greeting
Good evening!,"Hey, how are you doing? Anything exciting going on?",greeting
Good evening!,"Hey, stranger! How have you been?",greeting
Good evening!,"Hello, my friend! How's life treating you?",greeting
Good evening!,Hi there! How's your day been so far?,greeting
Good evening!,"Hey, you! What's the good news?",greeting
Greetings!,hello buddy,greeting
Greetings!,hello main ky kr skta hu,greeting
Greetings!,bol na ky kaam h,greeting
Greetings!,ram ram,greeting
Greetings!,kaam kr apna,greeting
Greetings!,m nhi btaunga,greeting
Greetings!,Hello!,greeting
Greetings!,Hey there!,greeting
Greetings!,Hi!,greeting
Greetings!,Greetings!,greeting
Greetings!,Salutations!,greeting
Greetings!,"Hey, what's up?",greeting
Greetings!,"Yo, what's going on?",greeting
Greetings!,Howdy!,greeting
Greetings!,Ahoy!,greeting
Greetings!,Hiya!,greeting
Greetings!,"Hey, good to see you!",greeting
Greetings!,"Not much, just chilling. How about you?",greeting
Greetings!,"Hey, hey!",greeting
Greetings!,"Hey, how's it going?",greeting
Greetings!,"Hey, what's the good word?",greeting
Greetings!,"Hey, long time no see!",greeting
Greetings!,"It's going well, thanks! How about you?",greeting
Greetings!,"Hi, everything's going great. How about you?",greeting
Greetings!,Top of the morning to you too!,greeting
Greetings!,"Hey, how's your day going?",greeting
Greetings!,"I'm doing well, thanks! How about you?",greeting
Greetings!,"Hey, good to see you too!",greeting
Greetings!,"Hiya, pal! What's new?",greeting
Greetings!,The world keeps spinning. How about you?,greeting
Greetings!,"Hey, sunshine! Ready to take on the day?",greeting
Greetings!,"Not much, just hanging out. How about you?",greeting
Greetings!,"Well, look who it is! How have you been?",greeting
Greetings!,"Hi, stranger! Long time no talk!",greeting
Greetings!,Greetings and hallucinations! How's life treating you?,greeting
Greetings!,"Hey, fancy meeting you here! What brings you around?",greeting
Greetings!,"Hello, beautiful! How's everything in your world?",greeting
Greetings!,My day is going great. How about yours?,greeting
Greetings!,"Hey, good lookin'! What's on your mind?",greeting
Greetings!,"Hi, lovely people! How's the day treating you?",greeting
Greetings!,"Hey, rockstar! Ready to conquer the world?",greeting
Greetings!,"Not much, just taking it easy. How about you?",greeting
Greetings!,"Greetings, earthling! How's life on your planet?",greeting
Greetings!,"Hey, you magnificent creature! How's your day been?",greeting
Greetings!,"Hello, fabulous! What's the latest gossip?",greeting
Greetings!,Howdy-doody! What's new in your neck of the woods?,greeting
Greetings!,"Hey, gorgeous! How's everything with you?",greeting
Greetings!,Just going with the flow. How about you?,greeting
Greetings!,"Hi, sunshine! What's brightening your day?",greeting
Greetings!,"Hey, party people! Ready to have some fun?",greeting
Greetings!,"Greetings, fellow human! How's life treating you?",greeting
Greetings!,"Hey, superstar! What's been happening?",greeting
Greetings!,"Not much, just keeping busy. How about you?",greeting
Greetings!,"Hi, hi, hooray! What's the plan for today?",greeting
Greetings!,"Hey, how are you doing? Anything exciting going on?",greeting
Greetings!,"Hey, stranger! How have you been?",greeting
Greetings!,"Hello, my friend! How's life treating you?",greeting
Greetings!,Hi there! How's your day been so far?,greeting
Greetings!,"Hey, you! What's the good news?",greeting
Salutations!,hello buddy,greeting
Salutations!,hello main ky kr skta hu,greeting
Salutations!,bol na ky kaam h,greeting
Salutations!,ram ram,greeting
Salutations!,kaam kr apna,greeting
Salutations!,m nhi btaunga,greeting
Salutations!,Hello!,greeting
Salutations!,Hey there!,greeting
Salutations!,Hi!,greeting
Salutations!,Greetings!,greeting
Salutations!,Salutations!,greeting
Salutations!,"Hey, what's up?",greeting
Salutations!,"Yo, what's going on?",greeting
Salutations!,Howdy!,greeting
Salutations!,Ahoy!,greeting
Salutations!,Hiya!,greeting
Salutations!,"Hey, good to see you!",greeting
Salutations!,"Not much, just chilling. How about you?",greeting
Salutations!,"Hey, hey!",greeting
Salutations!,"Hey, how's it going?",greeting
Salutations!,"Hey, what's the good word?",greeting
Salutations!,"Hey, long time no see!",greeting
Salutations!,"It's going well, thanks! How about you?",greeting
Salutations!,"Hi, everything's going great. How about you?",greeting
Salutations!,Top of the morning to you too!,greeting
Salutations!,"Hey, how's your day going?",greeting
Salutations!,"I'm doing well, thanks! How about you?",greeting
Salutations!,"Hey, good to see you too!",greeting
Salutations!,"Hiya, pal! What's new?",greeting
Salutations!,The world keeps spinning. How about you?,greeting
Salutations!,"Hey, sunshine! Ready to take on the day?",greeting
Salutations!,"Not much, just hanging out. How about you?",greeting
Salutations!,"Well, look who it is! How have you been?",greeting
Salutations!,"Hi, stranger! Long time no talk!",greeting
Salutations!,Greetings and hallucinations! How's life treating you?,greeting
Salutations!,"Hey, fancy meeting you here! What brings you around?",greeting
Salutations!,"Hello, beautiful! How's everything in your world?",greeting
Salutations!,My day is going great. How about yours?,greeting
Salutations!,"Hey, good lookin'! What's on your mind?",greeting
Salutations!,"Hi, lovely people! How's the day treating you?",greeting
Salutations!,"Hey, rockstar! Ready to conquer the world?",greeting
Salutations!,"Not much, just taking it easy. How about you?",greeting
Salutations!,"Greetings, earthling! How's life on your planet?",greeting
